Account,Delivery Location,Shop Location,Order Category,Item Ordered,Shop Name,Unit Price,Quantity,Distance (km),Sub Total,Delivery Fee,Service Fee,Total,Payment Method,Rating,Order Received,Preparing Order,Rider Accepted,Order Ready,Rider At Vendor,Rider Picked Up,Expected Delivery Time,Order Arrived,Order Delivered,time_sequence_valid,prep_time_min,delivery_time_min,delay_min,order_hour,order_dayofweek,order_month,order_year,revenue
AB2095,Adeniran Ogunsanya,Yaba,Drinks & Beverages,Yoghurt drink,Smoothie Express,4500,2,3.4,9000,570,107,9677,USSD,4.5,2024-07-19 22:25:00,2024-07-19 22:30:00,2024-07-19 22:32:00,2024-07-19 22:35:00,2024-07-19 22:41:00,2024-07-19 22:46:00,2024-07-19 23:05:00,2024-07-19 23:11:00,2024-07-19 23:05:00,False,5.0,40.0,0.0,22,Friday,2024-07,2024,9000
AB2095,Yaba,Surulere,Pastries,Doughnut pack,Golden Crust,20000,2,2.4,40000,520,294,40814,USSD,4.5,2024-07-21 03:20:00,2024-07-21 03:24:00,2024-07-21 03:27:00,2024-07-21 03:36:00,2024-07-21 03:38:00,2024-07-21 03:43:00,2024-07-21 03:53:00,2024-07-21 03:59:00,2024-07-21 03:53:00,False,12.0,33.0,0.0,3,Sunday,2024-07,2024,40000
AB2095,Maryland,Surulere,Drinks & Beverages,Zobo drink,Yoghurt Hub,4500,2,4.1,9000,604,66,9670,USSD,4.5,2024-07-24 01:51:00,2024-07-24 01:58:00,2024-07-24 02:02:00,2024-07-24 02:12:00,2024-07-24 02:15:00,2024-07-24 02:19:00,2024-07-24 02:34:00,2024-07-24 02:33:00,2024-07-24 02:34:00,True,14.0,43.0,0.0,1,Wednesday,2024-07,2024,9000
AB2095,Ogba,Adeniran Ogunsanya,Pastries,Meat pie,Golden Crust,1500,2,15.7,3000,1185,165,4350,USSD,4.5,2024-07-25 16:18:00,2024-07-25 16:22:00,2024-07-25 16:24:00,2024-07-25 16:28:00,2024-07-25 16:33:00,2024-07-25 16:37:00,2024-07-25 17:43:00,2024-07-25 17:45:00,2024-07-25 17:43:00,False,6.0,85.0,0.0,16,Thursday,2024-07,2024,3000
AB2095,Surulere,Mushin,Food,Jollof rice & chicken,Kulture Kitchen,6000,1,3.1,6000,555,901,7456,USSD,4.5,2024-07-26 14:25:00,2024-07-26 14:32:00,2024-07-26 14:36:00,2024-07-26 14:38:00,2024-07-26 14:39:00,2024-07-26 14:40:00,2024-07-26 14:53:00,2024-07-26 14:53:00,2024-07-26 14:53:00,True,6.0,28.0,0.0,14,Friday,2024-07,2024,6000
AB2095,Mushin,Anthony,Food,Fried rice & beef,Mama Cass Kitchen,5000,1,7.9,5000,795,586,6381,USSD,4.5,2024-07-27 16:21:00,2024-07-27 16:23:00,2024-07-27 16:25:00,2024-07-27 16:34:00,2024-07-27 16:40:00,2024-07-27 16:44:00,2024-07-27 17:17:00,2024-07-27 17:14:00,2024-07-27 17:17:00,True,11.0,56.0,0.0,16,Saturday,2024-07,2024,5000
AB2095,Yaba,Surulere,Pastries,Doughnut pack,Sweet Bites Bakery,20000,1,3.2,20000,560,267,20827,QR Code,4.5,2024-07-28 20:25:00,2024-07-28 20:30:00,2024-07-28 20:33:00,2024-07-28 20:38:00,2024-07-28 20:41:00,2024-07-28 20:45:00,2024-07-28 20:54:00,2024-07-28 20:51:00,2024-07-28 20:54:00,True,8.0,29.0,0.0,20,Sunday,2024-07,2024,20000
AB2095,Adeniran Ogunsanya,Mushin,Pastries,Sausage roll,Oven Fresh,1000,1,2.9,1000,545,358,1903,QR Code,4.5,2024-07-29 21:04:00,2024-07-29 21:11:00,2024-07-29 21:17:00,2024-07-29 21:26:00,2024-07-29 21:30:00,2024-07-29 21:33:00,2024-07-29 21:48:00,2024-07-29 22:00:00,2024-07-29 21:48:00,False,15.0,44.0,0.0,21,Monday,2024-07,2024,1000
AB2095,Mushin,Anthony,Food,Jollof rice & chicken,Kulture Kitchen,6000,1,5.2,6000,660,806,7466,QR Code,4.5,2024-07-31 14:09:00,2024-07-31 14:13:00,2024-07-31 14:16:00,2024-07-31 14:19:00,2024-07-31 14:25:00,2024-07-31 14:30:00,2024-07-31 14:48:00,2024-07-31 14:48:00,2024-07-31 14:48:00,True,6.0,39.0,0.0,14,Wednesday,2024-07,2024,6000
AB2095,Adeniran Ogunsanya,Ogba,Pastries,Meat pie,Golden Crust,1500,1,3.4,1500,570,305,2375,QR Code,4.5,2024-07-31 14:39:00,2024-07-31 14:46:00,2024-07-31 14:51:00,2024-07-31 14:59:00,2024-07-31 15:01:00,2024-07-31 15:03:00,2024-07-31 15:21:00,2024-07-31 15:26:00,2024-07-31 15:21:00,False,13.0,42.0,0.0,14,Wednesday,2024-07,2024,1500
AB2095,Ojota,Ogba,Drinks & Beverages,Bottled juice,Cool Blends,2000,1,3.2,2000,560,316,2876,QR Code,4.5,2024-08-01 02:20:00,2024-08-01 02:23:00,2024-08-01 02:28:00,2024-08-01 02:33:00,2024-08-01 02:37:00,2024-08-01 02:41:00,2024-08-01 02:50:00,2024-08-01 02:55:00,2024-08-01 02:50:00,False,10.0,30.0,0.0,2,Thursday,2024-08,2024,2000
AB2095,Maryland,Ogba,Pastries,Meat pie,Oven Fresh,1500,1,6.0,1500,700,431,2631,QR Code,4.5,2024-08-04 23:26:00,2024-08-04 23:31:00,2024-08-04 23:38:00,2024-08-04 23:47:00,2024-08-04 23:50:00,2024-08-04 23:54:00,2024-08-05 00:23:00,2024-08-05 00:28:00,2024-08-05 00:23:00,False,16.0,57.0,0.0,23,Sunday,2024-08,2024,1500
AB2186,Ikeja,Oshodi,Food,Fried rice & beef,Tasty Bites,5000,2,8.6,10000,830,580,11410,QR Code,4.5,2024-08-07 05:20:00,2024-08-07 05:26:00,2024-08-07 05:33:00,2024-08-07 05:38:00,2024-08-07 05:42:00,2024-08-07 05:47:00,2024-08-07 06:20:00,2024-08-07 06:20:00,2024-08-07 06:20:00,True,12.0,60.0,0.0,5,Wednesday,2024-08,2024,10000
AB2186,Ojota,Ikeja,Drinks & Beverages,Yoghurt drink,Cool Blends,4500,1,9.2,4500,859,341,5700,QR Code,4.5,2024-08-07 05:37:00,2024-08-07 05:44:00,2024-08-07 05:52:00,2024-08-07 05:55:00,2024-08-07 06:00:00,2024-08-07 06:04:00,2024-08-07 06:40:00,2024-08-07 06:49:00,2024-08-07 06:40:00,False,11.0,63.0,0.0,5,Wednesday,2024-08,2024,4500
AB2186,Yaba,Maryland,Food,Jollof rice & chicken,Mama Cass Kitchen,6000,1,14.7,6000,1135,425,7560,QR Code,4.5,2024-08-09 22:59:00,2024-08-09 23:00:00,2024-08-09 23:07:00,2024-08-09 23:13:00,2024-08-09 23:19:00,2024-08-09 23:20:00,2024-08-10 00:22:00,2024-08-10 00:22:00,2024-08-10 00:22:00,True,13.0,83.0,0.0,22,Friday,2024-08,2024,6000
AB2186,Adeniran Ogunsanya,Adeniran Ogunsanya,Drinks & Beverages,Bottled juice,Smoothie Express,2000,1,1.2,2000,460,268,2728,QR Code,4.5,2024-08-11 05:36:00,2024-08-11 05:43:00,2024-08-11 05:44:00,2024-08-11 05:54:00,2024-08-11 06:00:00,2024-08-11 06:04:00,2024-08-11 06:09:00,2024-08-11 06:14:00,2024-08-11 06:09:00,False,11.0,33.0,0.0,5,Sunday,2024-08,2024,2000
AB2186,Ogba,Maryland,Drinks & Beverages,Zobo drink,Yoghurt Hub,4500,1,4.8,4500,640,165,5305,QR Code,4.5,2024-08-12 12:10:00,2024-08-12 12:17:00,2024-08-12 12:18:00,2024-08-12 12:24:00,2024-08-12 12:29:00,2024-08-12 12:30:00,2024-08-12 12:49:00,2024-08-12 12:47:00,2024-08-12 12:49:00,True,7.0,39.0,0.0,12,Monday,2024-08,2024,4500
AB2186,Ogba,Maryland,Food,Jollof rice & chicken,Naija Kitchen,6000,1,3.2,6000,560,480,7040,QR Code,4.5,2024-08-12 14:59:00,2024-08-12 15:02:00,2024-08-12 15:04:00,2024-08-12 15:09:00,2024-08-12 15:12:00,2024-08-12 15:13:00,2024-08-12 15:28:00,2024-08-12 15:32:00,2024-08-12 15:28:00,False,7.0,29.0,0.0,14,Monday,2024-08,2024,6000
AB2186,Oshodi,Adeniran Ogunsanya,Pastries,Meat pie,BakeHouse,1500,2,2.3,3000,514,147,3661,QR Code,4.5,2024-08-19 11:44:00,2024-08-19 11:46:00,2024-08-19 11:51:00,2024-08-19 11:57:00,2024-08-19 12:01:00,2024-08-19 12:06:00,2024-08-19 12:20:00,2024-08-19 12:15:00,2024-08-19 12:20:00,True,11.0,36.0,0.0,11,Monday,2024-08,2024,3000
AB2186,Yaba,Mushin,Pastries,Chocolate croissant,Oven Fresh,5000,1,13.9,5000,1095,279,6374,QR Code,4.5,2024-08-20 23:35:00,2024-08-20 23:37:00,2024-08-20 23:43:00,2024-08-20 23:51:00,2024-08-20 23:53:00,2024-08-20 23:54:00,2024-08-21 00:53:00,2024-08-21 00:54:00,2024-08-21 00:53:00,False,14.0,78.0,0.0,23,Tuesday,2024-08,2024,5000
AB2186,Anthony,Yaba,Pastries,Meat pie,Sunrise Bakery,1500,1,2.3,1500,514,317,2331,QR Code,4.5,2024-08-21 00:26:00,2024-08-21 00:33:00,2024-08-21 00:39:00,2024-08-21 00:41:00,2024-08-21 00:45:00,2024-08-21 00:50:00,2024-08-21 01:02:00,2024-08-21 01:05:00,2024-08-21 01:02:00,False,8.0,36.0,0.0,0,Wednesday,2024-08,2024,1500
AB2186,Ojota,Surulere,Drinks & Beverages,Fruit smoothie,Zesty Drinks,5000,1,13.9,5000,1095,188,6283,QR Code,4.5,2024-08-21 03:22:00,2024-08-21 03:29:00,2024-08-21 03:35:00,2024-08-21 03:43:00,2024-08-21 03:44:00,2024-08-21 03:49:00,2024-08-21 04:46:00,2024-08-21 04:49:00,2024-08-21 04:46:00,False,14.0,84.0,0.0,3,Wednesday,2024-08,2024,5000
AB2203,Ikeja,Yaba,Pastries,Doughnut pack,Oven Fresh,20000,1,7.8,20000,790,224,21014,QR Code,4.5,2024-08-22 06:06:00,2024-08-22 06:13:00,2024-08-22 06:18:00,2024-08-22 06:23:00,2024-08-22 06:29:00,2024-08-22 06:34:00,2024-08-22 07:07:00,2024-08-22 07:07:00,2024-08-22 07:07:00,True,10.0,61.0,0.0,6,Thursday,2024-08,2024,20000
AB2203,Maryland,Mushin,Food,Fried rice & beef,Mama Cass Kitchen,5000,1,12.0,5000,1000,453,6453,QR Code,4.5,2024-08-26 11:01:00,2024-08-26 11:08:00,2024-08-26 11:15:00,2024-08-26 11:17:00,2024-08-26 11:20:00,2024-08-26 11:24:00,2024-08-26 12:15:00,2024-08-26 12:19:00,2024-08-26 12:15:00,False,9.0,74.0,0.0,11,Monday,2024-08,2024,5000
AB2203,Ojota,Anthony,Food,Efo riro & pounded yam,Mama Cass Kitchen,10500,1,13.3,10500,1065,873,12438,QR Code,3.0,2024-08-27 20:07:00,2024-08-27 20:13:00,2024-08-27 20:17:00,2024-08-27 20:24:00,2024-08-27 20:27:00,2024-08-27 20:28:00,2024-08-27 21:18:00,2024-08-27 21:15:00,2024-08-27 21:18:00,True,11.0,71.0,0.0,20,Tuesday,2024-08,2024,10500
AB2203,Anthony,Adeniran Ogunsanya,Drinks & Beverages,Zobo drink,Fresh Sips,4500,1,4.7,4500,635,150,5285,QR Code,3.0,2024-08-29 05:09:00,2024-08-29 05:12:00,2024-08-29 05:20:00,2024-08-29 05:29:00,2024-08-29 05:31:00,2024-08-29 05:34:00,2024-08-29 05:57:00,2024-08-29 05:58:00,2024-08-29 05:57:00,False,17.0,48.0,0.0,5,Thursday,2024-08,2024,4500
AB2203,Adeniran Ogunsanya,Mushin,Pastries,Meat pie,BakeHouse,1500,1,14.2,1500,1110,221,2831,QR Code,3.0,2024-08-30 11:03:00,2024-08-30 11:07:00,2024-08-30 11:10:00,2024-08-30 11:20:00,2024-08-30 11:26:00,2024-08-30 11:29:00,2024-08-30 12:29:00,2024-08-30 13:30:00,2024-08-30 12:29:00,False,13.0,86.0,0.0,11,Friday,2024-08,2024,1500
AB2203,Surulere,Ikeja,Food,Fried rice & beef,Mama Cass Kitchen,5000,2,15.8,10000,1190,156,11346,QR Code,3.0,2024-09-03 03:59:00,2024-09-03 04:01:00,2024-09-03 04:09:00,2024-09-03 04:15:00,2024-09-03 04:21:00,2024-09-03 04:24:00,2024-09-03 05:32:00,2024-09-03 05:37:00,2024-09-03 05:32:00,False,14.0,93.0,0.0,3,Tuesday,2024-09,2024,10000
AB2203,Oshodi,Adeniran Ogunsanya,Pastries,Sausage roll,Oven Fresh,1000,2,9.3,2000,865,230,3095,QR Code,3.0,2024-09-03 09:40:00,2024-09-03 09:46:00,2024-09-03 09:50:00,2024-09-03 09:55:00,2024-09-03 10:01:00,2024-09-03 10:02:00,2024-09-03 10:41:00,2024-09-03 10:44:00,2024-09-03 10:41:00,False,9.0,61.0,0.0,9,Tuesday,2024-09,2024,2000
AB2203,Yaba,Ogba,Pastries,Chocolate croissant,Sunrise Bakery,5000,1,15.1,5000,1155,342,6497,QR Code,3.0,2024-09-03 20:52:00,2024-09-03 20:54:00,2024-09-03 20:55:00,2024-09-03 21:02:00,2024-09-03 21:06:00,2024-09-03 21:10:00,2024-09-03 22:12:00,2024-09-03 22:18:00,2024-09-03 22:12:00,False,8.0,80.0,0.0,20,Tuesday,2024-09,2024,5000
AB2203,Ikeja,Ikeja,Drinks & Beverages,Yoghurt drink,Fresh Sips,4500,1,5.8,4500,690,311,5501,QR Code,3.0,2024-09-08 15:33:00,2024-09-08 15:40:00,2024-09-08 15:43:00,2024-09-08 15:51:00,2024-09-08 15:55:00,2024-09-08 15:59:00,2024-09-08 16:20:00,2024-09-08 16:14:00,2024-09-08 16:20:00,True,11.0,47.0,0.0,15,Sunday,2024-09,2024,4500
AB2203,Yaba,Ikeja,Food,Jollof rice & chicken,Tasty Bites,6000,1,7.8,6000,790,540,7330,QR Code,3.0,2024-09-10 22:28:00,2024-09-10 22:35:00,2024-09-10 22:39:00,2024-09-10 22:44:00,2024-09-10 22:47:00,2024-09-10 22:50:00,2024-09-10 23:23:00,2024-09-10 23:32:00,2024-09-10 23:23:00,False,9.0,55.0,0.0,22,Tuesday,2024-09,2024,6000
AB2203,Anthony,Adeniran Ogunsanya,Drinks & Beverages,Fruit smoothie,Fresh Sips,5000,1,8.9,5000,845,216,6061,QR Code,3.0,2024-09-12 01:42:00,2024-09-12 01:48:00,2024-09-12 01:52:00,2024-09-12 02:00:00,2024-09-12 02:01:00,2024-09-12 02:06:00,2024-09-12 02:42:00,2024-09-12 02:43:00,2024-09-12 02:42:00,False,12.0,60.0,0.0,1,Thursday,2024-09,2024,5000
AB2203,Anthony,Ogba,Food,Efo riro & pounded yam,Naija Kitchen,10500,1,12.9,10500,1045,923,12468,QR Code,3.0,2024-09-12 19:48:00,2024-09-12 19:55:00,2024-09-12 19:56:00,2024-09-12 20:05:00,2024-09-12 20:08:00,2024-09-12 20:10:00,2024-09-12 21:02:00,2024-09-12 21:08:00,2024-09-12 21:02:00,False,10.0,74.0,0.0,19,Thursday,2024-09,2024,10500
AB2203,Adeniran Ogunsanya,Yaba,Drinks & Beverages,Bottled juice,Cool Blends,2000,1,7.9,2000,795,163,2958,QR Code,3.0,2024-09-13 06:07:00,2024-09-13 06:14:00,2024-09-13 06:18:00,2024-09-13 06:21:00,2024-09-13 06:25:00,2024-09-13 06:28:00,2024-09-13 07:05:00,2024-09-13 06:47:00,2024-09-13 07:05:00,True,7.0,58.0,0.0,6,Friday,2024-09,2024,2000
AB2203,Oshodi,Adeniran Ogunsanya,Pastries,Chocolate croissant,Oven Fresh,5000,1,10.2,5000,909,204,6113,QR Code,3.0,2024-09-15 00:23:00,2024-09-15 00:30:00,2024-09-15 00:33:00,2024-09-15 00:43:00,2024-09-15 00:45:00,2024-09-15 00:49:00,2024-09-15 01:26:00,2024-09-15 01:30:00,2024-09-15 01:26:00,False,13.0,63.0,0.0,0,Sunday,2024-09,2024,5000
AB2203,Ikeja,Yaba,Drinks & Beverages,Yoghurt drink,Zesty Drinks,4500,1,14.4,4500,1120,93,5713,QR Code,3.0,2024-09-20 04:48:00,2024-09-20 04:55:00,2024-09-20 05:02:00,2024-09-20 05:06:00,2024-09-20 05:10:00,2024-09-20 05:13:00,2024-09-20 06:14:00,2024-09-20 06:18:00,2024-09-20 06:14:00,False,11.0,86.0,0.0,4,Friday,2024-09,2024,4500
AB2203,Oshodi,Ikeja,Pastries,Meat pie,Oven Fresh,1500,1,12.3,1500,1015,345,2860,QR Code,3.0,2024-09-22 09:38:00,2024-09-22 09:43:00,2024-09-22 09:50:00,2024-09-22 09:52:00,2024-09-22 09:53:00,2024-09-22 09:54:00,2024-09-22 10:46:00,2024-09-22 10:50:00,2024-09-22 10:46:00,False,9.0,68.0,0.0,9,Sunday,2024-09,2024,1500
AB2203,Ikeja,Yaba,Drinks & Beverages,Bottled juice,Zesty Drinks,2000,1,14.8,2000,1140,374,3514,QR Code,3.0,2024-09-24 08:14:00,2024-09-24 08:21:00,2024-09-24 08:27:00,2024-09-24 08:33:00,2024-09-24 08:38:00,2024-09-24 08:39:00,2024-09-24 09:36:00,2024-09-24 09:36:00,2024-09-24 09:36:00,True,12.0,82.0,0.0,8,Tuesday,2024-09,2024,2000
AB2203,Yaba,Ikeja,Pastries,Sausage roll,Sunrise Bakery,1000,1,7.0,1000,750,396,2146,QR Code,3.0,2024-09-25 17:51:00,2024-09-25 17:56:00,2024-09-25 18:04:00,2024-09-25 18:14:00,2024-09-25 18:16:00,2024-09-25 18:19:00,2024-09-25 18:50:00,2024-09-25 18:48:00,2024-09-25 18:50:00,True,18.0,59.0,0.0,17,Wednesday,2024-09,2024,1000
AB2203,Ojota,Mushin,Pastries,Sausage roll,Golden Crust,1000,1,2.9,1000,545,112,1657,QR Code,3.0,2024-09-27 00:27:00,2024-09-27 00:33:00,2024-09-27 00:37:00,2024-09-27 00:42:00,2024-09-27 00:46:00,2024-09-27 00:51:00,2024-09-27 01:05:00,2024-09-27 01:02:00,2024-09-27 01:05:00,True,9.0,38.0,0.0,0,Friday,2024-09,2024,1000
AB2203,Surulere,Adeniran Ogunsanya,Pastries,Chocolate croissant,Oven Fresh,5000,1,2.4,5000,520,127,5647,QR Code,3.0,2024-09-27 14:24:00,2024-09-27 14:28:00,2024-09-27 14:35:00,2024-09-27 14:43:00,2024-09-27 14:48:00,2024-09-27 14:52:00,2024-09-27 14:58:00,2024-09-27 14:57:00,2024-09-27 14:58:00,True,15.0,34.0,0.0,14,Friday,2024-09,2024,5000
AB2203,Surulere,Maryland,Drinks & Beverages,Bottled juice,Cool Blends,2000,1,15.9,2000,1195,149,3344,QR Code,3.0,2024-09-30 20:15:00,2024-09-30 20:19:00,2024-09-30 20:21:00,2024-09-30 20:29:00,2024-09-30 20:31:00,2024-09-30 20:36:00,2024-09-30 21:36:00,2024-09-30 22:09:00,2024-09-30 21:36:00,False,10.0,81.0,0.0,20,Monday,2024-09,2024,2000
AB2203,Mushin,Maryland,Pastries,Sausage roll,Oven Fresh,1000,1,11.0,1000,950,273,2223,QR Code,3.0,2024-09-30 22:24:00,2024-09-30 22:31:00,2024-09-30 22:39:00,2024-09-30 22:45:00,2024-09-30 22:46:00,2024-09-30 22:47:00,2024-09-30 23:31:00,2024-09-30 23:29:00,2024-09-30 23:31:00,True,14.0,67.0,0.0,22,Monday,2024-09,2024,1000
AB2203,Ikeja,Surulere,Pastries,Meat pie,Oven Fresh,1500,1,15.1,1500,1155,389,3044,QR Code,3.0,2024-09-30 22:33:00,2024-09-30 22:36:00,2024-09-30 22:38:00,2024-09-30 22:43:00,2024-09-30 22:49:00,2024-09-30 22:54:00,2024-09-30 23:52:00,2024-09-30 23:58:00,2024-09-30 23:52:00,False,7.0,79.0,0.0,22,Monday,2024-09,2024,1500
AB2203,Ogba,Mushin,Pastries,Meat pie,BakeHouse,1500,1,12.0,1500,1000,204,2704,QR Code,3.0,2024-10-02 08:16:00,2024-10-02 08:18:00,2024-10-02 08:25:00,2024-10-02 08:27:00,2024-10-02 08:32:00,2024-10-02 08:36:00,2024-10-02 09:26:00,2024-10-02 09:40:00,2024-10-02 09:26:00,False,9.0,70.0,0.0,8,Wednesday,2024-10,2024,1500
AB2203,Ikeja,Ikeja,Drinks & Beverages,Zobo drink,Cool Blends,4500,1,2.8,4500,540,198,5238,QR Code,3.0,2024-10-02 18:26:00,2024-10-02 18:27:00,2024-10-02 18:35:00,2024-10-02 18:44:00,2024-10-02 18:48:00,2024-10-02 18:53:00,2024-10-02 19:09:00,2024-10-02 19:09:00,2024-10-02 19:09:00,True,17.0,43.0,0.0,18,Wednesday,2024-10,2024,4500
AB2203,Ojota,Ogba,Food,Spaghetti stir fry & turkey,Tasty Bites,12000,1,5.6,12000,680,972,13652,QR Code,3.0,2024-10-02 19:41:00,2024-10-02 19:44:00,2024-10-02 19:49:00,2024-10-02 19:52:00,2024-10-02 19:54:00,2024-10-02 19:59:00,2024-10-02 20:26:00,2024-10-02 20:27:00,2024-10-02 20:26:00,False,8.0,45.0,0.0,19,Wednesday,2024-10,2024,12000
AB2203,Oshodi,Ogba,Pastries,Chocolate croissant,Golden Crust,5000,1,3.2,5000,560,234,5794,QR Code,3.0,2024-10-05 00:11:00,2024-10-05 00:18:00,2024-10-05 00:25:00,2024-10-05 00:27:00,2024-10-05 00:31:00,2024-10-05 00:35:00,2024-10-05 00:51:00,2024-10-05 00:55:00,2024-10-05 00:51:00,False,9.0,40.0,0.0,0,Saturday,2024-10,2024,5000
AB2203,Ogba,Oshodi,Food,Efo riro & pounded yam,Mama Cass Kitchen,10500,1,11.0,10500,950,747,12197,QR Code,3.0,2024-10-06 14:31:00,2024-10-06 14:32:00,2024-10-06 14:34:00,2024-10-06 14:38:00,2024-10-06 14:41:00,2024-10-06 14:42:00,2024-10-06 15:32:00,2024-10-06 15:25:00,2024-10-06 15:32:00,True,6.0,61.0,0.0,14,Sunday,2024-10,2024,10500
AB2203,Anthony,Mushin,Drinks & Beverages,Bottled juice,Yoghurt Hub,2000,1,8.1,2000,805,120,2925,QR Code,3.0,2024-10-09 03:23:00,2024-10-09 03:25:00,2024-10-09 03:30:00,2024-10-09 03:35:00,2024-10-09 03:41:00,2024-10-09 03:46:00,2024-10-09 04:24:00,2024-10-09 04:31:00,2024-10-09 04:24:00,False,10.0,61.0,0.0,3,Wednesday,2024-10,2024,2000
AB2203,Oshodi,Yaba,Pastries,Doughnut pack,Oven Fresh,20000,1,5.0,20000,650,430,21080,QR Code,3.0,2024-10-09 13:00:00,2024-10-09 13:06:00,2024-10-09 13:13:00,2024-10-09 13:16:00,2024-10-09 13:18:00,2024-10-09 13:22:00,2024-10-09 13:42:00,2024-10-09 13:55:00,2024-10-09 13:42:00,False,10.0,42.0,0.0,13,Wednesday,2024-10,2024,20000
AB2203,Surulere,Adeniran Ogunsanya,Pastries,Sausage roll,Golden Crust,1000,1,7.9,1000,795,121,1916,QR Code,3.0,2024-10-09 13:51:00,2024-10-09 13:58:00,2024-10-09 14:00:00,2024-10-09 14:04:00,2024-10-09 14:05:00,2024-10-09 14:08:00,2024-10-09 14:45:00,2024-10-09 15:15:00,2024-10-09 14:45:00,False,6.0,54.0,0.0,13,Wednesday,2024-10,2024,1000
AB2203,Adeniran Ogunsanya,Ojota,Pastries,Chocolate croissant,Sunrise Bakery,5000,1,15.4,5000,1170,335,6505,QR Code,3.0,2024-10-10 23:43:00,2024-10-10 23:46:00,2024-10-10 23:53:00,2024-10-10 23:58:00,2024-10-11 00:01:00,2024-10-11 00:06:00,2024-10-11 01:06:00,2024-10-11 01:29:00,2024-10-11 01:06:00,False,12.0,83.0,0.0,23,Thursday,2024-10,2024,5000
AB2203,Maryland,Ogba,Food,Jollof rice & chicken,Kulture Kitchen,6000,1,5.2,6000,660,789,7449,QR Code,3.0,2024-10-11 21:26:00,2024-10-11 21:30:00,2024-10-11 21:33:00,2024-10-11 21:35:00,2024-10-11 21:37:00,2024-10-11 21:38:00,2024-10-11 22:04:00,2024-10-11 21:54:00,2024-10-11 22:04:00,True,5.0,38.0,0.0,21,Friday,2024-10,2024,6000
AB2203,Ikeja,Maryland,Pastries,Sausage roll,Oven Fresh,1000,1,10.1,1000,905,229,2134,QR Code,3.0,2024-10-12 04:24:00,2024-10-12 04:28:00,2024-10-12 04:36:00,2024-10-12 04:42:00,2024-10-12 04:45:00,2024-10-12 04:48:00,2024-10-12 05:33:00,2024-10-12 05:46:00,2024-10-12 05:33:00,False,14.0,69.0,0.0,4,Saturday,2024-10,2024,1000
AB2203,Ojota,Mushin,Food,Fried rice & beef,Lekki Eats,5000,1,7.4,5000,770,804,6574,QR Code,3.0,2024-10-13 14:19:00,2024-10-13 14:20:00,2024-10-13 14:25:00,2024-10-13 14:29:00,2024-10-13 14:30:00,2024-10-13 14:32:00,2024-10-13 14:58:00,2024-10-13 14:49:00,2024-10-13 14:58:00,True,9.0,39.0,0.0,14,Sunday,2024-10,2024,5000
AB2203,Anthony,Anthony,Pastries,Chocolate croissant,Sunrise Bakery,5000,1,1.3,5000,465,263,5728,QR Code,3.0,2024-10-14 11:45:00,2024-10-14 11:46:00,2024-10-14 11:51:00,2024-10-14 12:01:00,2024-10-14 12:04:00,2024-10-14 12:09:00,2024-10-14 12:14:00,2024-10-14 12:14:00,2024-10-14 12:14:00,True,15.0,29.0,0.0,11,Monday,2024-10,2024,5000
AB2203,Mushin,Ogba,Food,Fried rice & beef,Lekki Eats,5000,1,6.8,5000,740,866,6606,QR Code,3.0,2024-10-14 19:32:00,2024-10-14 19:34:00,2024-10-14 19:42:00,2024-10-14 19:51:00,2024-10-14 19:56:00,2024-10-14 19:57:00,2024-10-14 20:22:00,2024-10-14 20:29:00,2024-10-14 20:22:00,False,17.0,50.0,0.0,19,Monday,2024-10,2024,5000
AB2203,Ojota,Mushin,Food,Jollof rice & chicken,Kulture Kitchen,6000,1,4.7,6000,635,548,7183,QR Code,3.0,2024-10-15 14:29:00,2024-10-15 14:35:00,2024-10-15 14:37:00,2024-10-15 14:45:00,2024-10-15 14:48:00,2024-10-15 14:52:00,2024-10-15 15:14:00,2024-10-15 15:22:00,2024-10-15 15:14:00,False,10.0,45.0,0.0,14,Tuesday,2024-10,2024,6000
AB2203,Oshodi,Surulere,Food,Jollof rice & chicken,Mama Cass Kitchen,6000,1,3.2,6000,560,206,6766,QR Code,3.0,2024-10-16 00:23:00,2024-10-16 00:25:00,2024-10-16 00:29:00,2024-10-16 00:37:00,2024-10-16 00:38:00,2024-10-16 00:43:00,2024-10-16 01:01:00,2024-10-16 01:07:00,2024-10-16 01:01:00,False,12.0,38.0,0.0,0,Wednesday,2024-10,2024,6000
AB2203,Ikeja,Ogba,Pastries,Sausage roll,Golden Crust,1000,1,14.9,1000,1145,433,2578,QR Code,3.0,2024-10-16 06:24:00,2024-10-16 06:28:00,2024-10-16 06:30:00,2024-10-16 06:37:00,2024-10-16 06:39:00,2024-10-16 06:40:00,2024-10-16 07:36:00,2024-10-16 08:39:00,2024-10-16 07:36:00,False,9.0,72.0,0.0,6,Wednesday,2024-10,2024,1000
AB2203,Ogba,Anthony,Drinks & Beverages,Bottled juice,Fresh Sips,2000,1,10.1,2000,905,165,3070,QR Code,3.0,2024-10-16 12:44:00,2024-10-16 12:50:00,2024-10-16 12:55:00,2024-10-16 13:02:00,2024-10-16 13:05:00,2024-10-16 13:10:00,2024-10-16 13:55:00,2024-10-16 13:51:00,2024-10-16 13:55:00,True,12.0,71.0,0.0,12,Wednesday,2024-10,2024,2000
